item_id,clothing_type,color,sleeve_length,style,rating,preferred,image_url
334,skirt,blue,short,formal,4,0,https://example.com/images/item_334.jpg
335,skirt,blue,short,formal,1,0,https://example.com/images/item_335.jpg
336,dress,black,short,formal,4,1,https://example.com/images/item_336.jpg
337,skirt,green,short,formal,5,0,https://example.com/images/item_337.jpg
338,jacket,grey,short,casual,3,1,https://example.com/images/item_338.jpg
339,jacket,grey,long,casual,3,1,https://example.com/images/item_339.jpg
340,pants,black,long,casual,4,0,https://example.com/images/item_340.jpg
341,skirt,white,long,casual,5,1,https://example.com/images/item_341.jpg
342,dress,grey,short,formal,3,1,https://example.com/images/item_342.jpg
343,jacket,grey,short,casual,4,1,https://example.com/images/item_343.jpg
344,pants,grey,short,formal,3,0,https://example.com/images/item_344.jpg
345,jacket,red,long,formal,2,0,https://example.com/images/item_345.jpg
346,pants,blue,long,casual,4,1,https://example.com/images/item_346.jpg
347,skirt,green,long,formal,3,0,https://example.com/images/item_347.jpg
348,dress,grey,long,casual,1,0,https://example.com/images/item_348.jpg
349,skirt,grey,short,casual,4,0,https://example.com/images/item_349.jpg
350,jacket,white,long,formal,3,1,https://example.com/images/item_350.jpg
351,pants,black,short,casual,4,1,https://example.com/images/item_351.jpg
352,jacket,blue,short,casual,1,0,https://example.com/images/item_352.jpg
353,jacket,black,short,casual,3,0,https://example.com/images/item_353.jpg
354,skirt,grey,short,formal,4,0,https://example.com/images/item_354.jpg
355,pants,white,long,casual,3,1,https://example.com/images/item_355.jpg
356,shirt,blue,short,casual,3,1,https://example.com/images/item_356.jpg
357,jacket,white,long,formal,5,0,https://example.com/images/item_357.jpg
358,shirt,black,short,formal,1,0,https://example.com/images/item_358.jpg
359,skirt,red,short,formal,2,1,https://example.com/images/item_359.jpg
360,jacket,white,short,casual,1,0,https://example.com/images/item_360.jpg
361,pants,grey,long,casual,2,1,https://example.com/images/item_361.jpg
362,skirt,white,long,casual,4,1,https://example.com/images/item_362.jpg
363,shirt,white,long,formal,5,1,https://example.com/images/item_363.jpg
364,pants,red,short,casual,3,0,https://example.com/images/item_364.jpg
365,pants,red,short,formal,1,0,https://example.com/images/item_365.jpg
366,skirt,grey,short,casual,2,1,https://example.com/images/item_366.jpg
367,pants,green,short,formal,5,0,https://example.com/images/item_367.jpg
368,jacket,grey,short,casual,5,0,https://example.com/images/item_368.jpg
369,dress,grey,long,formal,3,1,https://example.com/images/item_369.jpg
370,dress,blue,long,formal,2,0,https://example.com/images/item_370.jpg
371,pants,green,short,casual,1,0,https://example.com/images/item_371.jpg
372,dress,black,long,formal,2,0,https://example.com/images/item_372.jpg
373,skirt,white,short,casual,4,1,https://example.com/images/item_373.jpg
374,shirt,grey,short,casual,3,1,https://example.com/images/item_374.jpg
375,dress,white,long,formal,5,0,https://example.com/images/item_375.jpg
376,dress,red,short,formal,4,1,https://example.com/images/item_376.jpg
377,skirt,blue,long,formal,2,1,https://example.com/images/item_377.jpg
378,skirt,red,short,casual,5,0,https://example.com/images/item_378.jpg
379,pants,white,short,casual,1,0,https://example.com/images/item_379.jpg
380,dress,red,long,formal,4,0,https://example.com/images/item_380.jpg
381,jacket,white,long,casual,3,1,https://example.com/images/item_381.jpg
382,pants,black,short,casual,2,0,https://example.com/images/item_382.jpg
383,dress,white,short,casual,4,1,https://example.com/images/item_383.jpg
384,dress,grey,short,casual,3,0,https://example.com/images/item_384.jpg
385,skirt,red,short,formal,1,1,https://example.com/images/item_385.jpg
386,skirt,grey,long,formal,2,0,https://example.com/images/item_386.jpg
387,pants,white,long,casual,4,1,https://example.com/images/item_387.jpg
388,skirt,green,long,casual,4,1,https://example.com/images/item_388.jpg
389,dress,red,short,casual,4,1,https://example.com/images/item_389.jpg
390,dress,green,short,formal,3,1,https://example.com/images/item_390.jpg
391,shirt,black,long,casual,1,0,https://example.com/images/item_391.jpg
392,skirt,green,long,casual,5,0,https://example.com/images/item_392.jpg
393,skirt,grey,long,casual,2,1,https://example.com/images/item_393.jpg
394,skirt,black,short,casual,4,0,https://example.com/images/item_394.jpg
395,skirt,red,long,formal,2,0,https://example.com/images/item_395.jpg
396,jacket,green,short,formal,1,1,https://example.com/images/item_396.jpg
397,dress,grey,short,casual,3,0,https://example.com/images/item_397.jpg
398,pants,blue,short,formal,4,0,https://example.com/images/item_398.jpg
399,skirt,black,short,casual,1,1,https://example.com/images/item_399.jpg
400,shirt,red,long,formal,3,0,https://example.com/images/item_400.jpg
401,jacket,blue,short,formal,4,1,https://example.com/images/item_401.jpg
402,skirt,black,short,casual,2,0,https://example.com/images/item_402.jpg
403,pants,green,long,casual,1,0,https://example.com/images/item_403.jpg
404,dress,white,short,formal,1,0,https://example.com/images/item_404.jpg
405,skirt,white,short,casual,2,1,https://example.com/images/item_405.jpg
406,pants,white,long,formal,4,0,https://example.com/images/item_406.jpg
407,pants,white,short,casual,4,0,https://example.com/images/item_407.jpg
408,shirt,red,short,casual,3,1,https://example.com/images/item_408.jpg
409,dress,blue,long,casual,1,0,https://example.com/images/item_409.jpg
410,pants,green,long,formal,4,1,https://example.com/images/item_410.jpg
411,skirt,blue,short,casual,1,0,https://example.com/images/item_411.jpg
412,pants,green,long,casual,2,1,https://example.com/images/item_412.jpg
413,skirt,black,short,formal,5,0,https://example.com/images/item_413.jpg
414,pants,grey,short,formal,1,0,https://example.com/images/item_414.jpg
415,pants,white,short,casual,3,1,https://example.com/images/item_415.jpg
416,shirt,blue,short,formal,3,1,https://example.com/images/item_416.jpg
417,jacket,black,short,formal,3,1,https://example.com/images/item_417.jpg
418,skirt,green,short,casual,1,1,https://example.com/images/item_418.jpg
419,jacket,black,long,casual,3,1,https://example.com/images/item_419.jpg
420,shirt,grey,long,casual,1,0,https://example.com/images/item_420.jpg
421,skirt,white,long,casual,3,0,https://example.com/images/item_421.jpg
422,jacket,white,long,formal,4,1,https://example.com/images/item_422.jpg
423,skirt,green,short,formal,1,1,https://example.com/images/item_423.jpg
